SM_revenue,reg_revenue,im_revenue,im_special_revenue_DK1,Deg_cost,Deg_cost_by_cycle
222923.0,0.0,0.0,0.0,0.0,0.0
334494.17833100003,0.0,0.0,0.0,0.0,0.0
469733.0,0.0,0.0,0.0,0.0,0.0
230066.5,0.0,0.0,0.0,0.0,0.0
260990.0,0.0,0.0,0.0,0.0,0.0
456648.0,0.0,0.0,0.0,0.0,0.0
277230.0,0.0,0.0,0.0,0.0,0.0
1532717.0,0.0,0.0,0.0,0.0,0.0
846469.5,0.0,0.0,0.0,0.0,0.0
527718.5,0.0,0.0,0.0,0.0,0.0
825319.5,0.0,0.0,0.0,0.0,0.0
441217.0,0.0,0.0,0.0,0.0,0.0
262226.5,0.0,0.0,0.0,0.0,0.0
202369.5,0.0,0.0,0.0,0.0,0.0
276562.0,0.0,0.0,0.0,0.0,0.0
235333.5,0.0,0.0,0.0,0.0,0.0
726966.506680988,0.0,0.0,0.0,0.0,0.0
274003.0,0.0,0.0,0.0,0.0,0.0
815317.577330084,0.0,0.0,0.0,0.0,0.0
1492602.5,0.0,0.0,0.0,0.0,0.0
804546.99359154,0.0,0.0,0.0,0.0,0.0
339229.0,0.0,0.0,0.0,0.0,0.0
1481052.0,0.0,0.0,0.0,0.0,0.0
232050.51215999998,0.0,0.0,0.0,0.0,0.0
858753.0,0.0,0.0,0.0,0.0,0.0
197431.0,0.0,0.0,0.0,0.0,0.0
264796.5,0.0,0.0,0.0,0.0,0.0
226351.5,0.0,0.0,0.0,0.0,0.0
853058.5,0.0,0.0,0.0,0.0,0.0
260102.5,0.0,0.0,0.0,0.0,0.0
